Date,High,Low,Last,Average,Sell,Buy,Volume (BTC),Volume (CNY)
2016-11-12,4942.89,4888.0,4926.46,4921.26,4926.39,4926.0,322.01,1584696.06
2016-11-11,4951.27,4865.0,4913.0,4908.86,4914.0,4911.66,514.907,2527603.82
2016-11-10,4994.0,4824.1,4946.41,4941.06,4944.89,4944.19,578.89,2860330.11
2016-11-09,4883.0,4770.0,4833.32,4828.22,4833.51,4832.39,577.772,2789612.6
2016-11-08,4810.0,4732.0,4775.1,4776.76,4772.86,4771.05,611.275,2919912.63
2016-11-06,4837.0,4703.0,4824.37,4783.1,4825.14,4822.52,256.76,1228108.82
2016-11-05,4783.0,4685.65,4730.23,4733.54,4734.64,4734.53,536.939,2541623.9
2016-11-04,4789.18,4560.0,4739.84,4718.5,4742.28,4741.95,813.943,3840587.53
2016-11-03,5130.4,4550.0,4592.03,5019.57,4594.69,4593.94,821.141,4121778.16
2016-11-02,5016.42,4931.0,5016.0,4977.83,5017.12,5016.21,433.817,2159468.64
2016-11-01,5050.0,4800.0,4993.0,4958.05,4998.85,4996.28,547.795,2715995.37
2016-10-31,4866.0,4700.0,4812.46,4795.33,4814.63,4813.62,276.75,1327107.4
2016-10-30,4930.0,4740.9,4799.95,4838.49,4781.98,4781.82,263.182,1273402.3
2016-10-29,4950.0,4704.17,4921.94,4824.61,4922.85,4922.76,433.923,2093507.39
2016-10-28,4723.98,4672.94,4708.69,4700.45,4710.0,4709.28,353.946,1663704.39
2016-10-27,4733.9,4648.0,4700.0,4694.84,4701.5,4700.55,1006.176,4723830.32
2016-10-26,4677.04,4450.0,4652.09,4560.78,4652.12,4652.01,364.795,1663749.94
2016-10-25,4609.98,4482.4,4577.53,4515.05,4577.79,4577.05,525.039,2370575.51
2016-10-24,4506.3,4458.36,4479.19,4482.07,4484.81,4483.41,520.833,2334410.24
2016-10-23,4563.65,4470.0,4505.08,4515.73,4504.73,4503.14,640.406,2891900.65
2016-10-22,4528.0,4294.0,4507.79,4350.88,4510.76,4509.48,847.063,3685473.11
2016-10-21,4298.38,4262.75,4291.58,4288.66,4298.23,4296.74,335.869,1440429.03
2016-10-20,4271.22,4230.0,4265.35,4249.56,4264.03,4261.71,463.284,1968755.1
2016-10-19,4329.86,4227.25,4254.73,4289.1,4255.0,4253.87,583.881,2504326.71
2016-10-18,4340.0,4293.43,4321.92,4325.58,4322.24,4320.71,140.482,607666.15
2016-10-17,4346.54,4318.13,4328.19,4337.33,4328.71,4327.33,157.079,681304.2
2016-10-16,4355.91,4310.42,4341.78,4336.35,4340.07,4338.17,241.929,1049090.02
2016-10-15,4339.99,4294.27,4312.0,4324.26,4312.14,4310.58,147.575,638153.35
2016-10-14,4343.82,4300.0,4321.64,4317.06,4321.81,4320.59,124.103,535760.23
2016-10-13,4316.84,4293.31,4306.76,4308.05,4308.57,4306.86,140.141,603734.28
2016-10-12,4352.35,4281.0,4305.48,4307.16,4306.86,4306.16,272.33,1172968.2
2016-10-11,4340.73,4140.37,4333.21,4242.84,4330.0,4329.34,323.578,1372888.28
2016-10-10,4147.56,4115.0,4142.39,4129.53,4142.33,4141.06,360.861,1490187.83
2016-10-09,4123.71,4100.0,4112.74,4110.2,4113.29,4112.96,150.017,616599.23
2016-10-08,4140.0,4113.94,4119.0,4120.66,4120.1,4119.16,129.166,532249.03
2016-10-07,4132.03,4089.0,4124.09,4114.47,4124.12,4122.64,145.382,598170.51
2016-10-06,4097.39,4080.0,4092.74,4090.42,4093.29,4092.12,35.512,145258.84
2016-10-05,4100.0,4067.0,4095.82,4080.16,4095.06,4094.45,47.399,193395.68
2016-10-04,4087.48,4057.94,4077.27,4071.94,4077.23,4076.33,97.735,397971.28
2016-10-03,4092.74,4078.32,4084.99,4087.86,4085.0,4083.64,96.465,394335.34
2016-10-02,4099.82,4070.0,4082.25,4086.14,4083.74,4082.43,168.084,686814.93
2016-10-01,4111.0,4070.0,4099.82,4088.96,4100.01,4098.43,144.921,592576.26
2016-09-30,4078.01,4030.99,4074.0,4038.54,4070.85,4069.8,393.439,1588917.97
2016-09-29,4050.23,4023.21,4037.62,4032.75,4035.96,4034.95,567.106,2286997.62
2016-09-28,4045.0,4020.0,4032.83,4032.75,4033.0,4032.02,397.637,1603568.64
2016-09-27,4062.21,4016.82,4032.97,4038.84,4033.25,4032.7,165.101,666817.11
2016-09-26,4054.0,3987.55,4044.69,4008.35,4044.8,4044.24,287.32,1151679.57
2016-09-25,4015.18,3980.08,3991.06,3996.5,3991.99,3990.04,19.974,79826.18
2016-09-24,4023.75,3990.84,4004.35,4013.53,4007.78,4007.34,58.192,233555.29
2016-09-23,4015.48,3966.0,4013.56,3988.77,4013.19,4011.98,34.795,138789.37
2016-09-22,3986.0,3964.05,3967.98,3977.78,3967.91,3966.98,35.787,142352.82
2016-09-21,4046.5,3890.8,3981.53,3973.27,3980.71,3979.35,25.687,102061.35
2016-09-20,4061.01,4035.0,4043.18,4051.46,4042.64,4039.56,28.87,116965.58
2016-09-19,4075.0,4042.33,4045.87,4056.26,4051.72,4050.53,45.958,186417.41
2016-09-18,4068.17,4015.0,4057.06,4044.09,4057.49,4056.01,42.131,170381.44
2016-09-17,4036.92,4015.59,4029.32,4031.73,4031.58,4030.51,33.053,133260.7
2016-09-16,4052.6,4022.38,4030.0,4037.49,4029.56,4029.08,18.786,75848.27
2016-09-15,4056.21,4019.33,4034.59,4043.55,4034.59,4034.51,35.846,144945.02
2016-09-14,4061.98,4040.0,4055.13,4047.4,4054.14,4052.22,41.115,166408.76
2016-09-13,4061.29,4032.34,4042.25,4046.12,4044.27,4043.38,31.42,127129.13
2016-09-12,4039.33,4016.0,4034.24,4027.59,4034.34,4033.16,18.797,75706.64
2016-09-11,4200.73,3950.0,4023.69,4100.25,4020.26,4019.51,29.122,119407.56
2016-09-10,4159.0,4133.0,4148.3,4142.43,4150.05,4149.1,33.663,139446.74
2016-09-09,4163.02,4113.0,4140.0,4134.67,4140.88,4139.35,59.911,247712.36
2016-09-08,4176.01,4079.83,4150.51,4154.32,4151.92,4149.81,64.773,269087.45
2016-09-07,4100.0,4065.6,4084.19,4081.85,4084.53,4082.78,27.55,112454.88
2016-09-06,4108.22,4066.95,4081.8,4075.3,4083.4,4082.22,95.588,389549.92
2016-09-05,4115.92,4048.3,4091.33,4081.04,4091.07,4089.69,69.314,282873.0
2016-09-04,4130.64,4025.0,4102.65,4070.31,4103.38,4102.58,107.673,438262.38
2016-09-03,4064.29,3829.19,4035.0,3885.61,4036.85,4036.76,105.471,409818.92
2016-09-02,3852.4,3814.2,3840.32,3826.82,3839.44,3838.0,117.789,450757.43
2016-09-01,3859.53,3803.01,3813.8,3841.33,3818.79,3816.36,96.564,370933.89
2016-08-31,3872.4,3789.67,3840.02,3843.47,3842.68,3842.32,144.602,555773.14
2016-08-30,3879.98,3830.72,3868.6,3852.43,3868.62,3867.12,92.378,355880.23
2016-08-29,3859.0,3819.02,3835.98,3839.79,3835.24,3833.29,55.16,211802.8
2016-08-28,3827.51,3779.71,3821.34,3799.27,3823.06,3821.73,31.849,121003.01
2016-08-27,3862.27,3762.93,3779.3,3810.5,3780.31,3778.83,13.748,52386.79
2016-08-26,3867.56,3833.6,3857.17,3853.52,3860.09,3858.25,56.423,217426.99
2016-08-25,3858.8,3817.58,3841.95,3840.44,3842.01,3840.3,73.072,280628.6
2016-08-24,3879.9,3459.86,3854.13,3857.89,3853.7,3852.82,145.05,559586.28
2016-08-23,3935.0,3843.59,3870.16,3908.57,3872.15,3870.94,91.952,359400.63
2016-08-22,3927.77,3870.13,3920.3,3885.94,3914.72,3914.71,192.824,749303.23
2016-08-21,3902.0,3860.22,3867.7,3888.0,3871.29,3870.16,46.918,182417.39
2016-08-20,3897.12,3822.37,3878.77,3861.0,3880.25,3879.28,101.571,392165.65
2016-08-19,3834.2,3813.53,3819.82,3821.62,3821.26,3819.57,132.064,504697.77
2016-08-18,3844.44,3801.0,3819.9,3814.47,3814.71,3813.46,164.123,626041.51
2016-08-17,3853.09,3783.36,3818.18,3827.82,3817.49,3816.25,101.415,388198.12
2016-08-16,3868.0,3766.96,3858.0,3793.72,3859.19,3858.36,116.638,442491.46
2016-08-15,3830.28,3731.5,3791.99,3811.88,3792.99,3791.29,84.056,320411.64
2016-08-14,3900.66,3760.92,3797.95,3834.33,3810.37,3810.31,26.233,100585.96
2016-08-13,3922.0,3875.37,3895.94,3904.33,3898.08,3896.15,23.245,90756.17
2016-08-12,3934.6,3855.0,3911.69,3908.41,3912.47,3911.03,61.534,240500.37
2016-08-11,3974.84,3924.71,3929.85,3957.99,3932.25,3931.24,49.702,196720.18
2016-08-10,3998.0,3870.98,3955.55,3950.87,3961.94,3961.7,202.3,799260.77
2016-08-09,3912.42,3849.87,3892.95,3888.62,3894.66,3893.23,67.457,262314.97
2016-08-08,3960.98,3878.13,3916.47,3903.56,3909.91,3908.33,63.412,247532.44
2016-08-07,3934.08,3836.81,3908.14,3896.13,3901.97,3901.4,121.248,472397.65
2016-08-06,3883.14,3717.33,3862.0,3815.15,3865.11,3862.8,57.876,220805.81
2016-08-05,3784.25,3750.37,3782.46,3767.45,3778.23,3777.43,97.165,366064.66
2016-08-04,3795.57,3699.54,3776.61,3767.88,3778.08,3777.64,123.609,465744.33
2016-08-03,3737.98,3299.0,3717.48,3567.29,3713.2,3711.34,256.636,915494.43
2016-08-02,4110.73,3513.13,3560.81,3894.19,3692.1,3580.0,218.486,850826.48
2016-08-01,4183.99,4066.9,4101.01,4128.0,4109.27,4109.07,118.038,487260.75
2016-07-31,4364.36,4154.46,4182.32,4223.25,4182.9,4181.8,106.672,450502.54
2016-07-30,4374.0,4354.01,4361.67,4362.42,4361.06,4359.51,63.197,275691.96
2016-07-29,4390.9,4331.01,4372.92,4359.09,4371.8,4370.83,74.483,324678.03
2016-07-28,4393.34,4353.61,4364.78,4374.02,4365.06,4363.25,52.783,230873.72
2016-07-27,4402.36,4320.0,4364.27,4346.15,4366.3,4364.11,126.21,548528.13
2016-07-26,4390.98,4312.95,4363.96,4362.45,4362.8,4362.04,169.806,740770.08
2016-07-25,4429.95,4362.42,4382.69,4398.92,4382.07,4381.13,182.405,802384.57
2016-07-24,4442.15,4350.68,4424.77,4375.99,4426.11,4424.99,58.454,255794.26
2016-07-23,4380.0,4306.48,4374.6,4358.49,4375.25,4374.26,53.697,234037.7
2016-07-22,4455.9,4293.13,4305.17,4378.39,4306.48,4304.21,127.385,557740.99
2016-07-21,4451.32,4400.42,4439.04,4427.76,4439.94,4437.3,40.18,177907.32
2016-07-20,4517.52,4414.98,4420.25,4490.49,4426.57,4425.14,110.535,496356.23
2016-07-19,4537.34,4465.03,4471.49,4514.4,4494.97,4491.13,69.286,312784.81
2016-07-18,4585.0,4497.96,4537.26,4555.72,4538.8,4538.0,139.612,636033.39
2016-07-17,4578.74,4429.01,4551.0,4451.0,4528.75,4524.45,127.013,565334.62
2016-07-16,4449.99,4403.12,4429.03,4429.62,4430.11,4428.95,37.911,167931.15
2016-07-15,4464.31,4385.1,4447.16,4429.28,4442.74,4440.36,19.058,84413.21
2016-07-14,4434.37,4361.94,4388.98,4393.51,4390.0,4384.54,17.532,77026.94
2016-07-13,4515.0,4392.64,4434.4,4446.09,4434.17,4432.41,31.59,140451.91
2016-07-12,4500.0,4326.02,4500.0,4359.3,4492.92,4490.76,221.613,966077.83
2016-07-11,4418.02,4318.73,4340.24,4344.51,4341.97,4340.27,556.679,2418496.93
2016-07-10,4369.14,4276.32,4341.19,4337.23,4337.9,4335.9,115.068,499076.23
2016-07-09,4450.98,4184.83,4349.22,4348.43,4349.02,4348.71,249.947,1086877.57
2016-07-08,4421.0,4274.56,4416.01,4349.9,4413.64,4411.38,181.971,791556.18
2016-07-07,4578.74,4077.54,4293.83,4286.65,4280.98,4280.0,97.22,416748.53
2016-07-06,4590.57,4494.28,4546.12,4536.57,4547.62,4547.51,32.338,146703.49
2016-07-05,4593.57,4451.38,4485.0,4510.88,4498.91,4496.82,97.471,439679.62
2016-07-04,4561.71,4311.48,4542.38,4484.75,4548.48,4544.73,107.297,481200.1
2016-07-03,4734.6,4317.34,4423.0,4541.99,4409.28,4407.68,143.295,650843.96
2016-07-02,4724.6,4518.84,4698.78,4627.0,4710.32,4708.19,82.967,383888.06
2016-07-01,4594.6,4450.01,4551.0,4523.31,4555.41,4551.51,118.371,535429.11
2016-06-30,4517.22,4237.13,4492.34,4400.46,4484.24,4483.42,94.628,416406.92
2016-06-29,4334.28,4148.27,4252.97,4230.39,4253.44,4252.27,56.895,240688.15
2016-06-28,4370.53,4219.13,4319.21,4309.86,4322.23,4320.46,79.083,340836.9
2016-06-27,4300.0,4068.91,4275.0,4211.45,4256.23,4254.31,37.405,157529.3
2016-06-26,4429.21,3992.99,4167.58,4261.98,4158.06,4157.82,73.396,312812.38
2016-06-25,4554.73,4215.7,4426.12,4434.96,4420.15,4419.7,89.703,397829.2
2016-06-24,4450.0,4057.38,4339.81,4291.49,4344.48,4342.17,125.208,537328.39
2016-06-23,4150.0,3538.02,4073.65,3819.95,4076.6,4076.19,232.278,887290.77
2016-06-22,4500.0,3880.76,3967.01,4299.82,3961.5,3959.9,193.704,832891.99
2016-06-21,4940.56,4195.36,4390.56,4532.21,4389.06,4387.74,172.357,781158.59
2016-06-20,5111.55,4900.0,4925.61,5033.83,4985.5,4889.0,71.138,358096.65
2016-06-19,5133.0,4960.0,5113.71,5030.25,5160.0,5078.04,54.261,272946.53
2016-06-18,5168.78,4881.02,4990.96,5000.93,5133.0,4923.25,173.403,867176.7
2016-06-17,5158.0,4730.0,4964.03,4977.98,4970.99,4965.33,203.837,1014697.32
2016-06-16,5171.19,4620.18,5139.17,4862.01,5147.21,5121.02,280.837,1365430.93
2016-06-15,4636.98,4509.25,4622.06,4569.95,4672.59,4728.51,178.716,816723.65
2016-06-14,4703.1,4460.0,4606.85,4621.42,4660.0,4728.51,57.268,264659.2
2016-06-13,4790.0,4558.0,4675.76,4679.66,4729.99,4728.51,120.775,565186.48
2016-06-12,4758.88,3913.74,4742.5,4292.66,4754.71,4622.0,262.538,1126986.67
2016-06-11,3909.02,3842.68,3908.12,3869.51,3998.0,3842.01,71.698,277436.1
2016-06-10,3857.75,3833.83,3837.0,3841.15,3842.98,3833.68,21.986,84451.47
2016-06-09,3889.0,3794.86,3844.13,3848.82,3849.98,3840.02,12.6855,48824.24
2016-06-08,3884.99,3800.0,3867.87,3838.63,3884.99,3871.96,11.3659,43629.58
2016-06-07,3940.78,3761.81,3829.8,3885.14,3832.44,3829.44,26.0647,101264.79
2016-06-06,3897.7,3815.0,3875.03,3863.99,3897.7,3877.05,49.6679,191916.13
2016-06-05,3862.54,3781.59,3825.91,3825.9,3850.16,3826.39,11.9291,45639.47
2016-06-04,3887.43,3745.92,3796.66,3782.02,3791.54,3768.31,31.4578,118974.21
2016-06-03,3788.1,3579.43,3773.64,3690.53,3781.23,3760.09,51.6801,190727.22
2016-06-02,3638.1,3517.17,3605.78,3597.03,3630.41,3609.33,19.2897,69385.67
2016-06-01,3639.54,3543.19,3576.23,3576.06,3594.96,3573.88,27.103,96922.15
2016-05-31,3808.04,3481.65,3602.44,3618.59,3615.17,3600.0,33.396,120846.57
2016-05-30,3795.99,3650.0,3734.33,3732.1,3734.33,3715.25,27.6905,103343.67
2016-05-29,3954.25,3465.0,3690.53,3776.87,3727.51,3706.14,141.6356,534939.3
2016-05-28,3896.83,3253.6,3850.59,3503.76,3882.04,3856.07,77.4547,271382.73
2016-05-27,3304.39,3008.85,3291.0,3223.97,3293.98,3244.27,81.9979,264358.93
2016-05-26,3024.0,2972.51,3007.39,2995.73,3021.99,3006.15,15.8204,47393.79
2016-05-25,3010.0,2959.07,2986.5,2986.28,2986.48,2984.0,28.6765,85635.91
2016-05-24,2988.99,2940.97,2970.13,2956.73,2970.12,2961.55,27.2337,80522.62
2016-05-23,2959.16,2911.17,2943.22,2935.82,2942.97,2936.97,37.4561,109964.39
2016-05-22,2960.0,2890.2,2935.0,2935.96,2935.0,2921.5,28.8507,84704.62
2016-05-21,2949.59,2918.54,2930.7,2933.67,2945.0,2930.44,30.9113,90683.52
2016-05-20,2952.75,2870.5,2934.65,2915.57,2934.65,2917.43,56.522,164793.98
2016-05-19,3024.0,2920.23,2931.61,2970.48,2931.61,2928.32,41.3781,122912.91
2016-05-18,3000.0,2965.25,2994.37,2980.18,2994.37,2992.0,37.4341,111560.22
2016-05-17,2995.32,2948.0,2976.01,2963.36,2979.67,2976.03,26.6539,78985.05
2016-05-16,3025.92,2953.0,2969.65,2988.9,2969.65,2967.46,39.4298,117851.75
2016-05-15,3004.98,2978.7,3003.66,2991.34,3003.64,2996.01,17.8311,53338.8
2016-05-14,3000.02,2966.2,2991.66,2989.93,2992.72,2981.21,29.6021,88508.18
2016-05-13,2999.06,2950.0,2981.18,2967.04,2997.56,2980.15,43.4839,129018.5
2016-05-12,2970.09,2910.0,2964.15,2942.81,2970.0,2964.15,27.2865,80298.82
2016-05-11,2974.13,2937.03,2945.27,2952.11,2954.87,2945.27,32.8704,97037.21
2016-05-10,3009.4,2936.18,2945.99,2989.15,2957.38,2942.57,60.3147,180289.84
2016-05-09,3009.4,2927.28,3009.4,2964.91,3009.38,2998.57,186.7869,553806.35
2016-05-08,2980.0,2948.72,2965.0,2966.32,2970.0,2954.85,55.8506,165670.73
2016-05-07,2993.27,2955.41,2967.57,2969.16,2980.0,2967.54,143.2311,425275.43
2016-05-06,2982.13,2879.73,2982.13,2910.3,2982.13,2975.6,212.0876,617237.51
2016-05-05,2911.05,2880.32,2911.01,2896.87,2911.02,2902.59,313.881,909271.44
2016-05-04,2928.24,2883.34,2886.97,2901.69,2898.99,2889.6,211.9446,614998.37
2016-05-03,2913.99,2846.21,2909.91,2879.7,2913.98,2910.38,289.2857,833057.4
2016-05-02,2930.58,2850.0,2871.56,2885.04,2883.99,2868.71,38.3321,110589.54
2016-05-01,2957.0,2879.49,2926.73,2918.0,2928.75,2911.77,19.9128,58105.46
2016-04-30,2957.42,2888.52,2908.73,2929.39,2906.46,2891.0,40.6959,119214.07
2016-04-29,2947.55,2877.08,2926.23,2900.15,2941.36,2924.45,243.7704,706971.56
2016-04-28,2935.4,2816.46,2900.09,2870.75,2912.3,2903.55,194.2885,557754.49
2016-04-27,3038.15,2900.0,2916.78,2966.5,2916.95,2916.96,154.2023,457440.75
2016-04-26,3036.82,2955.01,3024.85,2997.16,3024.87,3010.98,177.7043,532608.35
2016-04-25,3049.98,2937.0,3007.38,2983.07,3007.32,2993.55,247.8618,739389.27
2016-04-24,3000.0,2910.3,2973.15,2948.49,2988.39,2973.15,85.5949,252376.13
2016-04-23,2950.0,2878.56,2926.83,2893.95,2926.83,2924.86,245.5665,710656.1
2016-04-22,2925.33,2860.1,2905.42,2889.09,2905.42,2890.36,214.0868,618516.17
2016-04-21,2929.68,2840.01,2929.67,2878.13,2928.0,2914.69,355.4763,1023107.08
2016-04-20,2880.0,2788.33,2872.96,2834.13,2880.0,2872.59,289.0971,819337.79
2016-04-18,2795.0,2695.95,2784.51,2778.69,2793.73,2784.95,532.7747,1480415.72
2016-04-17,2803.41,2680.25,2774.93,2755.04,2773.98,2745.01,628.9558,1732797.51
2016-04-16,2810.0,2742.1,2792.99,2789.51,2792.99,2787.52,301.3412,840594.66
2016-04-15,2788.81,2725.0,2786.99,2770.28,2786.99,2782.5,344.1507,953393.88
2016-04-14,2764.86,2703.0,2759.93,2746.91,2759.93,2753.33,579.6892,1592356.47
2016-04-13,2770.51,2700.01,2754.0,2746.5,2754.0,2747.28,551.6317,1515056.38
2016-04-12,2780.0,2700.0,2760.77,2750.07,2770.51,2760.77,789.7558,2171879.9
2016-04-11,2736.8,2692.05,2736.78,2722.44,2736.78,2729.87,630.1845,1715637.42
2016-04-10,2730.0,2685.01,2726.99,2710.83,2727.0,2700.46,621.9389,1685972.7
2016-04-09,2730.9,2657.17,2700.47,2695.17,2707.17,2700.48,728.5615,1963595.51
2016-04-08,2749.9,2681.29,2707.72,2731.8,2726.27,2708.72,930.9744,2543234.81
2016-04-07,2743.85,2689.99,2730.99,2725.27,2730.96,2727.64,751.2277,2047301.8
2016-04-06,2753.5,2705.09,2720.03,2737.73,2738.93,2720.03,955.9606,2617166.83
2016-04-05,2750.99,2693.08,2749.98,2730.73,2750.25,2749.99,814.8029,2225010.03
2016-04-04,2740.4,2679.86,2725.03,2714.75,2732.94,2725.03,760.7931,2065365.26
2016-04-03,2720.02,2661.0,2719.99,2709.45,2719.99,2700.97,1020.3405,2764565.48
2016-04-02,2720.0,2608.88,2681.52,2680.28,2714.85,2681.52,1055.7891,2829813.2
2016-04-01,2694.24,2580.0,2632.1,2647.48,2653.25,2632.1,1206.478,3194132.3
2016-03-31,2679.05,2501.0,2610.01,2619.23,2625.0,2610.0,542.1199,1419938.49
2016-03-30,2711.31,2607.0,2662.21,2679.04,2663.0,2635.0,518.4969,1389072.34
2016-03-29,2806.47,2650.0,2707.0,2734.46,2716.85,2705.36,251.3679,687355.82
2016-03-28,2800.0,2660.01,2781.31,2765.73,2781.17,2776.71,407.8381,1127971.82
2016-03-27,2720.03,2505.0,2720.0,2703.69,2720.0,2691.33,494.6101,1337271.76
2016-03-26,2728.99,2000.03,2688.1,2666.55,2688.1,2688.02,550.628,1468275.58
2016-03-25,2725.01,2610.0,2689.81,2701.52,2689.8,2663.02,618.3487,1670479.21
2016-03-24,2738.01,1260.0,2719.98,2551.6,2719.98,2718.55,756.7967,1931039.46
2016-03-23,2748.34,2418.44,2737.99,2717.49,2737.99,2717.1,184.1704,500480.54
2016-03-22,2745.62,2673.95,2721.95,2706.93,2728.99,2721.95,145.8564,394823.5
2016-03-21,2700.0,2626.77,2685.98,2674.87,2693.43,2685.98,117.7143,314870.34
2016-03-20,2698.28,2651.0,2678.07,2678.05,2693.07,2678.1,20.4067,54650.02
2016-03-19,2818.0,2631.99,2651.0,2656.69,2651.0,2641.97,31.0892,82594.35
2016-03-18,2788.2,2635.3,2645.11,2711.59,2660.21,2645.11,110.075,298478.13
2016-03-17,2832.99,2736.0,2742.01,2752.16,2754.58,2742.01,99.9319,275028.46
2016-03-16,2779.0,2730.43,2759.07,2741.56,2759.07,2744.88,98.4386,269875.34
2016-03-15,2822.23,2730.02,2736.01,2747.23,2749.6,2736.01,118.4432,325390.65
2016-03-14,2789.98,2715.6,2735.14,2739.67,2736.32,2730.04,107.7139,295100.3
2016-03-13,2753.34,2707.6,2729.15,2727.51,2730.03,2719.74,149.846,408706.14
2016-03-12,2790.1,2700.5,2713.71,2742.09,2720.78,2708.84,92.0252,252341.7
2016-03-11,2944.0,2733.69,2778.1,2785.27,2788.56,2780.4,83.7716,233326.6
2016-03-10,2752.23,2681.0,2733.69,2726.09,2733.9,2732.71,96.7189,263664.68
2016-03-09,2747.23,2711.01,2734.05,2722.44,2744.02,2734.05,51.0648,139020.77
2016-03-08,2759.42,2713.0,2728.27,2742.0,2738.03,2728.28,40.1578,110112.56
2016-03-07,2763.49,2702.49,2737.25,2732.37,2737.25,2735.78,37.3942,102174.96
2016-03-06,2748.25,2644.51,2720.4,2701.61,2722.87,2711.36,55.4049,149682.29
2016-03-05,2736.8,2624.82,2686.32,2694.08,2684.65,2672.0,57.4364,154738.45
2016-03-04,2814.01,2719.55,2735.74,2768.97,2734.92,2720.66,50.035,138545.45
2016-03-03,2833.24,2775.5,2788.42,2801.98,2798.2,2787.8,48.2632,135232.64
2016-03-02,2916.26,2821.35,2825.01,2890.26,2825.53,2820.2,43.2924,125126.28
2016-03-01,2935.97,2880.0,2899.4,2902.86,2910.05,2898.91,52.283,151770.03
2016-02-29,2948.0,2865.21,2916.25,2915.65,2930.49,2915.64,33.4128,97419.93
2016-02-28,2894.13,2800.0,2885.14,2836.88,2885.37,2873.76,42.3171,120048.67
2016-02-27,2890.65,2853.29,2875.0,2876.94,2874.96,2867.22,14.883,42817.6
2016-02-26,2853.29,2792.61,2853.29,2813.74,2866.26,2853.29,39.5892,111393.73
2016-02-25,2844.91,2781.35,2806.43,2807.81,2818.64,2808.46,53.8255,151131.84
2016-02-24,2823.51,2740.21,2812.4,2783.66,2815.11,2809.54,22.6452,63036.38
2016-02-23,2925.02,2750.36,2783.81,2847.48,2787.83,2776.99,39.0638,111233.53
2016-02-22,2938.06,2882.53,2921.5,2914.07,2922.75,2921.5,28.3214,82530.47
2016-02-21,2990.0,2847.66,2937.55,2943.74,2937.34,2924.56,60.1231,176986.5
2016-02-20,2954.95,2807.98,2935.0,2846.62,2924.55,2912.16,64.7028,184184.18
2016-02-19,2830.06,2788.0,2812.09,2814.87,2819.21,2812.09,25.69,72313.85
2016-02-18,2850.0,2785.01,2827.11,2813.04,2825.39,2816.19,51.5489,145009.14
2016-02-17,2817.01,2724.36,2800.01,2782.1,2801.38,2785.42,37.9762,105653.34
2016-02-16,2752.66,2700.0,2744.99,2727.0,2744.98,2736.0,54.2977,148070.04
2016-02-15,2790.0,2680.0,2722.83,2747.22,2735.69,2722.83,61.8504,169916.32
2016-02-14,2770.0,2607.47,2758.02,2693.56,2770.3,2758.31,57.5861,155111.42
2016-02-13,2636.01,2570.02,2629.99,2615.1,2639.99,2605.38,36.2077,94686.58
2016-02-12,2590.0,2538.16,2587.98,2576.22,2587.98,2570.02,29.5399,76101.38
2016-02-11,2600.02,2540.0,2577.52,2581.83,2590.0,2566.14,22.4167,57876.07
2016-02-10,2600.01,2535.0,2585.4,2568.42,2599.98,2583.21,39.4287,101269.46
2016-02-09,2562.51,2523.33,2541.8,2540.14,2551.26,2538.0,17.6464,44824.22
2016-02-08,2561.82,2527.12,2542.77,2543.37,2541.97,2532.98,15.9603,40592.8
2016-02-07,2574.87,2450.0,2540.01,2542.08,2548.33,2540.01,32.0925,81581.68
2016-02-06,2601.75,2446.07,2542.57,2538.58,2545.62,2543.41,75.8072,192443.03
2016-02-05,2610.0,2501.02,2586.06,2590.54,2586.06,2581.0,24.4403,63313.73
2016-02-04,2601.19,2377.0,2597.41,2505.99,2610.0,2598.01,60.5121,151643.0
2016-02-03,2516.27,2465.04,2482.17,2497.22,2487.06,2475.85,24.0221,59988.51
2016-02-02,2525.55,2450.0,2514.37,2498.93,2512.8,2510.0,22.3381,55821.39
2016-02-01,2544.8,2450.0,2508.39,2503.11,2508.37,2495.01,38.926,97436.35
2016-01-31,2542.61,2440.51,2455.2,2519.43,2468.84,2440.51,21.2173,53455.66
2016-01-30,2554.93,2500.0,2516.0,2534.9,2530.51,2516.01,24.6996,62611.12
2016-01-29,2556.0,2419.9,2537.63,2485.09,2552.15,2537.42,59.966,149020.75
2016-01-28,2627.82,2514.0,2528.18,2552.31,2528.15,2527.95,106.1061,270815.27
